[Wed Jul  9 02:40:41 2025] Keyboard: key=d, x=815, y=477
[Wed Jul  9 20:48:23 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:24 2025] Keyboard: key=s, x=1110, y=1146
[Wed Jul  9 20:48:25 2025] SpecialKeyboard: key=LeftArrow, x=1110, y=1146
[Wed Jul  9 20:48:26 2025] SpecialKeyboard: key=RightArrow, x=1110, y=1146
[Wed Jul  9 20:48:26 2025] Keyboard: key=a, x=1110, y=1146
[Wed Jul  9 20:48:26 2025] Keyboard: key=q, x=1110, y=1146
[Wed Jul  9 20:48:27 2025] Keyboard: key=q, x=1110, y=1146
[Wed Jul  9 20:48:27 2025] Keyboard: key=q, x=1110, y=1146
[Wed Jul  9 20:48:27 2025] Keyboard: key=q, x=1110, y=1146
[Wed Jul  9 20:48:27 2025] Keyboard: key=q, x=1110, y=1146
[Wed Jul  9 20:48:27 2025] Keyboard: key=q, x=1110, y=1146
[Wed Jul  9 20:48:27 2025] Keyboard: key=q, x=1110, y=1146
[Wed Jul  9 20:48:27 2025] Keyboard: key=q, x=1110, y=1146
[Wed Jul  9 20:48:27 2025] Keyboard: key=q, x=1110, y=1146
[Wed Jul  9 20:48:27 2025] Keyboard: key=q, x=1110, y=1146
[Wed Jul  9 20:48:27 2025] Keyboard: key=q, x=1110, y=1146
[Wed Jul  9 20:48:27 2025] Keyboard: key=q, x=1110, y=1146
[Wed Jul  9 20:48:27 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:28 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:29 2025] Keyboard: key=e, x=1110, y=1146
[Wed Jul  9 20:48:32 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:32 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:32 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:32 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:32 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:32 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:32 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:32 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:32 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:32 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:32 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:32 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:32 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:32 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:33 2025] Keyboard: key=d, x=1110, y=1146
[Wed Jul  9 20:48:34 2025] Keyboard: key=a, x=1110, y=1146
[Wed Jul  9 20:48:34 2025] Keyboard: key=a, x=1110, y=1146
[Wed Jul  9 20:48:34 2025] Keyboard: key=a, x=1110, y=1146
[Wed Jul  9 20:48:34 2025] Keyboard: key=a, x=1110, y=1146
[Wed Jul  9 20:48:34 2025] Keyboard: key=a, x=1110, y=1146
[Wed Jul  9 20:48:34 2025] Keyboard: key=a, x=1110, y=1146
[Wed Jul  9 20:48:34 2025] Keyboard: key=a, x=1110, y=1146
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:32 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:33 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:33 2025] Keyboard: key=d, x=762, y=530
[Wed Jul  9 20:58:33 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:33 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:33 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:33 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:33 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:33 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:33 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:33 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:33 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:33 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:33 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:33 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:33 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:58:34 2025] Keyboard: key=a, x=762, y=530
[Wed Jul  9 20:59:37 2025] Keyboard: key=d, x=734, y=527
[Wed Jul  9 20:59:37 2025] Keyboard: key=w, x=734, y=527
[Wed Jul  9 20:59:38 2025] Keyboard: key=w, x=734, y=527
[Wed Jul  9 20:59:38 2025] Keyboard: key=w, x=734, y=527
[Wed Jul  9 20:59:38 2025] Keyboard: key=w, x=734, y=527
[Wed Jul  9 20:59:38 2025] Keyboard: key=w, x=734, y=527
[Wed Jul  9 20:59:38 2025] Keyboard: key=w, x=734, y=527
[Wed Jul  9 20:59:38 2025] Keyboard: key=w, x=734, y=527
[Wed Jul  9 20:59:38 2025] Keyboard: key=w, x=734, y=527
[Wed Jul  9 20:59:38 2025] Keyboard: key=w, x=734, y=527
[Wed Jul  9 20:59:38 2025] Keyboard: key=w, x=734, y=527
[Wed Jul  9 20:59:39 2025] Keyboard: key=w, x=734, y=527
[Wed Jul  9 20:59:39 2025] Keyboard: key=w, x=734, y=527
[Wed Jul  9 20:59:39 2025] Keyboard: key=a, x=734, y=527
[Wed Jul  9 20:59:39 2025] SpecialKeyboard: key=LeftArrow, x=734, y=527
[Wed Jul  9 20:59:40 2025] SpecialKeyboard: key=RightArrow, x=734, y=527
[Wed Jul  9 20:59:40 2025] SpecialKeyboard: key=LeftArrow, x=734, y=527
[Wed Jul  9 20:59:41 2025] SpecialKeyboard: key=UpArrow, x=734, y=527
[Wed Jul  9 20:59:41 2025] SpecialKeyboard: key=UpArrow, x=734, y=527
[Wed Jul  9 20:59:41 2025] SpecialKeyboard: key=UpArrow, x=734, y=527
[Wed Jul  9 20:59:41 2025] SpecialKeyboard: key=UpArrow, x=734, y=527
[Wed Jul  9 20:59:42 2025] SpecialKeyboard: key=DownArrow, x=734, y=527
[Wed Jul  9 20:59:42 2025] SpecialKeyboard: key=DownArrow, x=734, y=527
[Wed Jul  9 20:59:43 2025] SpecialKeyboard: key=DownArrow, x=734, y=527
[Wed Jul  9 21:09:45 2025] Mouse: button=Left, state=Down, x=557, y=464
[Wed Jul  9 21:09:45 2025] Mouse: button=Left, state=Up, x=557, y=464
[Wed Jul  9 21:09:46 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:46 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:47 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:48 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:48 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:48 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:48 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:48 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:48 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:48 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:48 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:48 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:48 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:48 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:48 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:49 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:50 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:50 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:50 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:50 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:50 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:50 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:50 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:50 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:50 2025] Keyboard: key=a, x=557, y=464
[Wed Jul  9 21:09:50 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:51 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:51 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:51 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:51 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:51 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:51 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:09:51 2025] Keyboard: key=d, x=557, y=464
[Wed Jul  9 21:10:16 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:16 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:16 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:16 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:16 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:16 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:16 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:17 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:18 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:18 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:18 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:18 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:18 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:18 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:18 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:18 2025] Keyboard: key=a, x=635, y=549
[Wed Jul  9 21:10:18 2025] Keyboard: key=a, x=635, y=549
